category_id,Id,CreatedAt,UpdatedAt,user_id,name,normalized_id,keywords,parent_id,localized_names,color,color_value,icon,icon_code_point,order
crm,29,2026-03-18 17:55:02+00:00,2026-03-27 15:36:22+00:00,ae3dd65a-557c-4465-b095-260fd1922e26,CRM,crm,{},price_reporter,,,4279592384,,,21
easycrypt,30,2026-03-18 17:55:02+00:00,2026-03-27 15:36:19+00:00,ae3dd65a-557c-4465-b095-260fd1922e26,EasyCrypt,easycrypt,,kvetta,,,,,,1
etnika,31,2026-03-18 17:55:02+00:00,2026-03-27 14:05:24+00:00,ae3dd65a-557c-4465-b095-260fd1922e26,Этника,этника,{},work,,,4293943954,,,2
food,32,2026-03-18 17:55:02+00:00,2026-03-27 15:36:20+00:00,ae3dd65a-557c-4465-b095-260fd1922e26,Food,food,{},life,,,4282622023,,,1
hygiene,33,2026-03-18 17:55:02+00:00,2026-03-28 10:20:02+00:00,ae3dd65a-557c-4465-b095-260fd1922e26,Hygiene,hygiene,"{""ru"":[""душ"",""умывание"",""ванная""]}",life,,,4284922730,,,2
kvetta,34,2026-03-18 17:55:02+00:00,2026-03-27 14:05:24+00:00,ae3dd65a-557c-4465-b095-260fd1922e26,Kvetta,kvetta,,work,,,,,,3
life,35,2026-03-18 17:55:02+00:00,2026-03-27 15:36:20+00:00,ae3dd65a-557c-4465-b095-260fd1922e26,Life,life,[object Object],,[object Object],,4283215696,,,0
movies,36,2026-03-18 17:55:02+00:00,2026-03-28 21:57:02+00:00,ae3dd65a-557c-4465-b095-260fd1922e26,Movies,movies,"{""ru"":[""фильм""]}",personal_time,,,4294938368,,,1
personal_time,37,2026-03-18 17:55:02+00:00,2026-03-27 15:36:20+00:00,ae3dd65a-557c-4465-b095-260fd1922e26,Personal time,personaltime,{},,"{""en"":""Personal Time"",""ru"":""Личное время""}",,4294951175,,,1
planning,38,2026-03-18 17:55:02+00:00,2026-03-27 15:36:22+00:00,ae3dd65a-557c-4465-b095-260fd1922e26,Planning,planning,{},price_reporter,,,4279592384,,,22
price_reporter,39,2026-03-18 17:55:02+00:00,2026-03-27 14:05:24+00:00,ae3dd65a-557c-4465-b095-260fd1922e26,Price Reporter,pricereporter,{},work,,,4279592384,,983751,0
reading,40,2026-03-18 17:55:02+00:00,2026-03-27 15:36:20+00:00,ae3dd65a-557c-4465-b095-260fd1922e26,Reading,reading,,personal_time,,,,,,2
sleep,41,2026-03-18 17:55:02+00:00,2026-03-27 15:36:20+00:00,ae3dd65a-557c-4465-b095-260fd1922e26,Sleep,sleep,"{""ru"":[""сон""]}",life,,,4279983648,,,3
time_sheets,42,2026-03-18 17:55:02+00:00,2026-03-27 15:36:22+00:00,ae3dd65a-557c-4465-b095-260fd1922e26,Time sheets,timesheets,{},price_reporter,,,4279592384,,,23
toilet,43,2026-03-18 17:55:02+00:00,2026-03-27 15:36:20+00:00,ae3dd65a-557c-4465-b095-260fd1922e26,Toilet,toilet,"{""ru"":[""туалет""]}",life,,,4289058471,,,4
vibecoding,44,2026-03-18 17:55:02+00:00,2026-03-27 15:36:20+00:00,ae3dd65a-557c-4465-b095-260fd1922e26,Vibecoding,vibecoding,"{""ru"":[""вайбкодинг""]}",personal_time,,,,,,3
walking,45,2026-03-18 17:55:02+00:00,2026-03-27 15:36:20+00:00,ae3dd65a-557c-4465-b095-260fd1922e26,Walking,walking,"{""ru"":[""прогулка""]}",life,,,4282622023,,,5
work,46,2026-03-18 17:55:02+00:00,2026-03-27 15:36:20+00:00,ae3dd65a-557c-4465-b095-260fd1922e26,Work,work,{},,,,4279592384,,983751,2
a264b20f-ee12-40cd-a6ce-e2f900c6561b,47,2026-03-27 20:32:37+00:00,2026-03-31 09:12:35+00:00,e3f88658-c4ed-49ab-b9a4-d04329ca6539,Life,a264b20f-ee12-40cd-a6ce-e2f900c6561b,{},,,,4283215696,,63218,0
20b8a29f-fdef-49bb-b5ae-a0a79734323a,48,2026-03-27 20:32:54+00:00,2026-03-27 20:36:37+00:00,e3f88658-c4ed-49ab-b9a4-d04329ca6539,Хобби,хобби,{},,,,4293467747,,63725,1
d2d58493-bd2f-444f-b5b9-3df02ccc421a,49,2026-03-27 20:35:50+00:00,2026-03-27 20:36:02+00:00,e3f88658-c4ed-49ab-b9a4-d04329ca6539,Пение,пение,{},20b8a29f-fdef-49bb-b5ae-a0a79734323a,,,4288585374,,63358,0
dcf8c024-3e20-40a5-a6b8-e1d0e7ef060b,50,2026-03-31 09:11:27+00:00,2026-03-31 09:12:15+00:00,e3f88658-c4ed-49ab-b9a4-d04329ca6539,Work,work,{},,"{""ru"":""Работа""}",,4280191205,,983751,2
